eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
99.57,0.9589999999999997,80,0.0047033047,0.024169922,2.034833,-0.0026404187,0.03967943,0.5899523794651031,30,3840,401.9380864039995,30720
95.81,1.0,71,0.014969089,0.14208984,1.9065361,-0.011558483,0.039913476,0.5187255144119263,31,3968,416.2748938900186,31744
93.12,1.043,78,0.0077693467,0.049804688,1.9512483,-0.005974851,0.0345928,0.6013841927051544,32,4096,429.27359804103617,32768
90.64,1.121,75,0.0044226856,0.026367188,1.9177699,-0.005000096,0.03111347,0.5859453678131104,33,4224,442.9084142750362,33792
88.12,1.196,75,0.007854604,0.032226562,1.9435058,-0.002352546,0.040380087,0.37016892433166504,34,4352,456.4264213279821,34816
84.13,1.3019999999999998,84,0.0037527478,0.026367188,1.9041208,-0.0016719848,0.03949711,0.5935486257076263,35,4480,468.5251946900389,35840
76.21,1.3719999999999999,84,0.004363102,0.036376953,1.9970026,-0.0026198535,0.042650297,0.5184849500656128,36,4608,480.7153502239962,36864
73.43,1.392,74,0.008313376,0.07714844,1.8523359,-0.00930358,0.03260106,0.6734845638275146,37,4736,494.43915881501744,37888
73.23,1.4380000000000002,85,0.010282139,0.092041016,1.9156609,-0.009651901,0.02717788,0.5171217322349548,38,4864,506.4638437469839,38912
72.61,1.496,74,0.006071133,0.025878906,1.9487177,-0.0047472934,0.017336527,0.6554703414440155,39,4992,520.1954998800065,39936
72.11,1.505,70,0.012514797,0.12182617,1.8638715,-0.008264998,0.031339146,0.6898492574691772,40,5120,534.6392087700078,40960
73.71,1.5019999999999998,83,0.003019018,0.013183594,1.9001769,-0.0044977637,0.036891304,0.6392335593700409,41,5248,546.8986290009925,41984
76.48,1.4220000000000002,84,0.010037934,0.03515625,1.7451338,-0.0054280623,0.054472387,0.27596384286880493,42,5376,558.96695003903,43008
76.92,1.4329999999999998,76,0.002322137,0.0087890625,1.7327448,-0.0029550302,0.041399553,0.27815550565719604,43,5504,572.3929800330079,44032
77.31,1.4839999999999998,83,0.01193428,0.06298828,1.5846541,-0.009319948,0.023535881,0.6775159537792206,44,5632,584.7060766679933,45056
77.58,1.545,81,0.003864174,0.0068359375,1.5066037,-0.005212359,0.021971509,0.6374006569385529,45,5760,597.1991901349975,46080
78.92,1.5370000000000001,71,0.009117074,0.052490234,1.3934712,-0.009640321,0.032811027,0.388888418674469,46,5888,611.5963283040328,47104
79.42,1.4910000000000003,76,0.009090779,0.08862305,1.4491705,-0.01150952,0.03626325,0.4974592924118042,47,6016,625.0399961689836,48128
79.1,1.436,83,0.0032271717,0.026367188,1.6306217,-0.0025550271,0.02582772,0.7185618877410889,48,6144,637.3146380840335,49152
79.22,1.4749999999999996,78,0.0087214215,0.056152344,1.7512136,-0.0030519182,0.038697895,0.31796640157699585,49,6272,650.281517099007,50176
78.12,1.5550000000000004,79,0.009375973,0.06640625,1.8997296,-0.0027928136,0.030606236,0.46993929147720337,50,6400,663.1498844330199,51200
79.05,1.6039999999999999,84,0.0026480877,0.014160156,1.9798144,-0.003973144,0.013366897,0.7320452928543091,51,6528,675.3151042410173,52224
77.98,1.5759999999999998,75,0.009507199,0.03173828,1.7543404,-0.009809168,0.039897595,0.33282923698425293,52,6656,688.869196811982,53248
78.32,1.5360000000000003,74,0.0029120874,0.032226562,1.8030097,-0.0047394186,0.024702847,0.6324330270290375,53,6784,702.5490746920113,54272
79.75,1.588,81,0.01654532,0.07763672,1.9653478,-0.006216923,0.028303038,0.4279778003692627,54,6912,715.0909282490029,55296
80.0,1.56,78,0.01458209,0.08251953,1.9114426,-0.010170421,0.038206503,0.2762414813041687,55,7040,728.1597968740389,56320
79.29,1.618,76,0.0059654843,0.031982422,1.9957187,-0.004485113,0.024618687,0.5842546820640564,56,7168,741.5012119340245,57344
79.35,1.6439999999999997,86,0.0042104716,0.032226562,1.9611447,-0.007732039,0.022962235,0.6642363667488098,57,7296,753.3426805370254,58368
79.79,1.625,85,0.011511701,0.042236328,2.1493742,-0.0037477482,0.031177241,0.4998158812522888,58,7424,765.3664095519925,59392
81.15,1.5290000000000001,75,0.010236213,0.0715332,2.1345553,-0.0084788,0.0404155,0.4112095832824707,59,7552,778.9213092480204,60416
80.54,1.5160000000000002,80,0.008448251,0.016601562,1.9437333,-0.004544842,0.040095024,0.4864844083786011,60,7680,791.6786025629845,61440
78.44,1.4979999999999998,75,0.004982734,0.038085938,1.8541392,-0.008138707,0.024717517,0.6702213287353516,61,7808,805.1962874160381,62464
78.97,1.5119999999999998,76,0.005228568,0.0075683594,1.7224056,-0.003910841,0.016534805,0.7209180295467377,62,7936,818.670220250031,63488
78.13,1.4929999999999999,76,0.009327406,0.084472656,1.6899918,-0.007108862,0.029287472,0.5782527923583984,63,8064,832.0822462420329,64512
77.89,1.496,76,0.0036912167,0.0061035156,1.6086879,-0.004165477,0.039912384,0.40727299451828003,64,8192,845.4429701950285,65536
78.7,1.4489999999999998,80,0.0026657048,0.0056152344,1.7095199,-0.0026872493,0.04279078,0.38158994913101196,65,8320,858.2066187279997,66560
80.43,1.4199999999999997,82,0.0024441828,0.0043945312,1.7825348,-0.0040819994,0.026980672,0.5976203978061676,66,8448,870.6186403909815,67584
80.47,1.4959999999999996,71,0.006533503,0.061035156,1.8190833,-0.009356665,0.02650246,0.6214333474636078,67,8576,885.0092787829926,68608
83.45,1.515,75,0.015571383,0.11694336,2.0648532,-0.009485067,0.016996639,0.7570053935050964,68,8704,898.6235243100091,69632
84.75,1.504,82,0.0044511394,0.030029297,2.0367253,-0.006791086,0.03378441,0.45186471939086914,69,8832,910.9753664840246,70656
85.09,1.483,81,0.003853875,0.011230469,2.013729,-0.006403784,0.026371002,0.5757291615009308,70,8960,923.5353723370354,71680
86.02,1.492,85,0.003543918,0.013671875,2.0326521,-0.004007821,0.011003381,0.7185384333133698,71,9088,935.4500347840367,72704
86.52,1.5390000000000001,90,0.0065523186,0.021728516,2.0923414,-0.0057585305,0.034308683,0.5381872951984406,72,9216,946.7122631029924,73728
86.75,1.597,72,0.012544249,0.047851562,2.2714977,-0.008517314,0.029955475,0.5706382989883423,73,9344,960.8269720980315,74752
85.58,1.633,83,0.005933451,0.0146484375,2.2347524,-0.008884317,0.024239283,0.5932696461677551,74,9472,973.0831407340011,75776
85.21,1.683,77,0.0074868742,0.045166016,2.2842786,-0.008636387,0.014848231,0.6553663313388824,75,9600,986.308221919986,76800
85.05,1.67,77,0.0028810306,0.0073242188,2.3105912,-0.004290328,0.030185753,0.5415598154067993,76,9728,999.503265027015,77824
84.4,1.611,102,0.00704769,0.031982422,2.277962,-0.00747679,0.05510436,0.4098077416419983,77,9856,1009.5016799779842,78848
83.4,1.5719999999999998,76,0.005410043,0.045898438,2.3214974,-0.009265427,0.031183278,0.5867339670658112,78,9984,1022.8724083710113,79872
85.32,1.5620000000000003,84,0.006072357,0.04248047,2.248404,-0.0076435064,0.027760025,0.6561287343502045,79,10112,1035.0401461070287,80896
86.23,1.524,72,0.004878286,0.0061035156,2.1476107,-0.00522643,0.022231048,0.6462807059288025,80,10240,1049.1017421680153,81920
86.05,1.506,70,0.0058780387,0.044921875,2.1570709,-0.010809604,0.036846388,0.5393514335155487,81,10368,1063.661983960017,82944
86.62,1.4839999999999998,96,0.005464377,0.031982422,2.161622,-0.0047885603,0.01847774,0.6359964907169342,82,10496,1074.2928073290386,83968
87.28,1.504,79,0.009332038,0.07519531,2.044816,-0.010291684,0.031160217,0.21934771537780762,83,10624,1087.180621305015,84992
86.45,1.5030000000000001,82,0.005661107,0.052001953,2.1054177,-0.0034863795,0.024650184,0.4263126850128174,84,10752,1099.5587981470162,86016
88.98,1.5179999999999998,82,0.012333006,0.09277344,2.0218778,-0.009483435,0.03154894,0.4137963652610779,85,10880,1112.0207753180293,87040
88.82,1.5989999999999998,69,0.017774945,0.17089844,2.0182543,-0.019409161,0.024005005,0.47970467805862427,86,11008,1126.6902973999968,88064
90.65,1.6680000000000001,75,0.01091722,0.06665039,2.0376308,-0.0080446685,0.017702771,0.5261064767837524,87,11136,1140.2648462679936,89088
88.96,1.7069999999999999,83,0.0075735124,0.038330078,1.9672042,-0.007067008,0.018454125,0.6099038124084473,88,11264,1152.5602738920134,90112
90.33,1.6879999999999997,76,0.0058327345,0.017089844,1.8543584,-0.0052258037,0.022793362,0.5162370502948761,89,11392,1165.897949487029,91136
92.0,1.7169999999999999,86,0.010559055,0.056396484,1.8019469,-0.007039003,0.01800789,0.6231031715869904,90,11520,1177.8035589180072,92160
90.98,1.719,84,0.0066884956,0.015136719,1.6905961,-0.0035974835,0.035304315,0.23575621843338013,91,11648,1189.9847737409873,93184
89.89,1.7380000000000002,70,0.007101529,0.03515625,1.7312703,-0.0026719673,0.01242962,0.5864816009998322,92,11776,1204.4181058920221,94208
89.75,1.71,75,0.0034930224,0.013671875,1.779692,-0.004248953,0.028074786,0.5299687385559082,93,11904,1218.0392005940084,95232
87.81,1.679,80,0.004886957,0.029052734,1.742317,-0.005771642,0.023407442,0.6492621004581451,94,12032,1230.82828432502,96256
84.94,1.6560000000000001,74,0.012674184,0.092041016,1.7971641,-0.007663917,0.023057869,0.6869833469390869,95,12160,1244.5665670760209,97280
85.28,1.6470000000000002,92,0.0042456565,0.00024414062,1.7993119,-0.005086549,0.010818702,0.8064763396978378,96,12288,1255.6467183289933,98304
84.04,1.646,78,0.006959681,0.03857422,1.7312146,-0.005344459,0.03159859,0.4031915068626404,97,12416,1268.6657752729952,99328
83.11,1.645,74,0.005028707,0.037841797,1.8052856,-0.0039908895,0.02082484,0.6271215677261353,98,12544,1282.4223036629846,100352
83.12,1.6380000000000001,88,0.0018433919,0.0024414062,1.7631136,-0.002125213,0.022604149,0.6341569423675537,99,12672,1293.9773859670386,101376
82.98,1.582,73,0.010233,0.09106445,1.8791579,-0.004623629,0.031526446,0.5499886870384216,100,12800,1307.8950428630342,102400
80.97,1.534,74,0.006669915,0.013183594,1.8837135,-0.0035445658,0.0325246,0.5212360322475433,101,12928,1321.7753735400038,103424
82.7,1.561,86,0.0068207644,0.072265625,1.8477424,-0.009641378,0.03627843,0.48278385400772095,102,13056,1333.6056993210223,104448
81.55,1.5530000000000002,73,0.004400473,0.030761719,1.866455,-0.0045671314,0.032446146,0.5199855268001556,103,13184,1347.5158607150079,105472
78.45,1.474,71,0.0036431057,0.0063476562,1.8681374,-0.003316958,0.040813636,0.5778850018978119,104,13312,1361.8631933290162,106496
77.88,1.495,89,0.002600362,0.021240234,1.9168557,-0.0046952916,0.023784414,0.6721769869327545,105,13440,1373.2989228800288,107520
77.78,1.4939999999999998,80,0.0091492655,0.064941406,1.959655,-0.006409903,0.018823154,0.7175768315792084,106,13568,1386.0277474489994,108544
79.25,1.492,75,0.012405385,0.048095703,1.9253427,-0.0070879334,0.01978676,0.6990934014320374,107,13696,1399.6033425389905,109568
79.18,1.5119999999999998,91,0.0037130038,0.030273438,2.0114784,-0.00428792,0.02756719,0.6290237903594971,108,13824,1410.759968872997,110592
80.48,1.5739999999999998,73,0.0049786703,0.009521484,1.9095757,-0.0050699585,0.026916811,0.5614382922649384,109,13952,1424.6454391040024,111616
79.97,1.5370000000000001,73,0.003837496,0.021240234,1.7997891,-0.0068525593,0.04101745,0.5368410050868988,110,14080,1438.6233206239995,112640
81.03,1.6060000000000003,85,0.010031443,0.059326172,1.9338723,-0.0052952874,0.02609274,0.5561383068561554,111,14208,1450.6217983220122,113664
82.36,1.609,75,0.0033307455,0.0078125,2.0057418,-0.0038699822,0.02332304,0.6566684544086456,112,14336,1464.138846817019,114688
83.59,1.6269999999999998,74,0.009143076,0.044189453,2.17913,-0.006153428,0.028204752,0.5384635627269745,113,14464,1477.8912374860374,115712
83.78,1.6239999999999997,94,0.015683834,0.111816406,2.0137832,-0.015521967,0.022313789,0.6083092093467712,114,14592,1488.7054601699929,116736
84.02,1.615,77,0.004400845,0.008056641,2.0008886,-0.0054483265,0.03442954,0.429829478263855,115,14720,1501.8726522470242,117760
83.66,1.652,74,0.0068133725,0.021728516,1.9737929,-0.008805105,0.02030413,0.49561238288879395,116,14848,1515.5932618980296,118784
84.61,1.5689999999999997,77,0.007285779,0.04272461,2.0206766,-0.004395905,0.04610094,0.42906105518341064,117,14976,1528.7587134159985,119808
85.07,1.57,71,0.0034819916,0.01953125,2.1125193,-0.005232783,0.030041724,0.576709121465683,118,15104,1543.148577556014,120832
85.86,1.56,81,0.0022266195,0.00024414062,2.074796,-0.003093185,0.0352817,0.5008983612060547,119,15232,1555.683757189021,121856
88.03,1.5579999999999998,84,0.0016282037,0.00024414062,2.1097028,-0.0046542604,0.02129421,0.7213021218776703,120,15360,1567.8372065690346,122880
89.16,1.505,72,0.008907532,0.026367188,1.961543,-0.0060742535,0.036301922,0.6059470176696777,121,15488,1581.9754643400083,123904
87.7,1.493,85,0.0044616037,0.022949219,1.8810238,-0.0075175064,0.033923984,0.6259528696537018,122,15616,1593.9922611120273,124928
90.5,1.44,81,0.0032347045,0.006591797,1.9403329,-0.0039822683,0.037400328,0.7327576577663422,123,15744,1606.5947696199873,125952
91.04,1.4499999999999997,72,0.006254223,0.032714844,1.9052066,-0.0050965818,0.033787657,0.6826081573963165,124,15872,1620.6234349239967,126976
91.18,1.4369999999999998,89,0.0031965473,0.018554688,1.9246454,-0.004949837,0.025525713,0.6847507655620575,125,16000,1632.0037891269894,128000
91.12,1.446,79,0.0051160417,0.02758789,1.9966123,-0.0061881645,0.038656723,0.4238795042037964,126,16128,1644.9087633549934,129024
91.3,1.41,81,0.0088477675,0.033935547,1.8426218,-0.0060250713,0.034857526,0.5741700828075409,127,16256,1657.472638531006,130048
94.08,1.4339999999999997,83,0.0075806575,0.049316406,1.9664047,-0.0042926073,0.020215299,0.7525867074728012,128,16384,1669.7253512970055,131072
93.23,1.3970000000000002,72,0.014064836,0.12841797,2.0616117,-0.013549053,0.03241839,0.5512509346008301,129,16512,1683.7597586159827,132096
92.4,1.4389999999999998,85,0.015629329,0.12231445,1.977575,-0.014306073,0.025077749,0.4987691640853882,130,16640,1695.717141768022,133120
93.76,1.4799999999999998,81,0.011318242,0.06933594,1.8975511,-0.010547858,0.030736905,0.4271507263183594,131,16768,1708.3329590160283,134144
89.9,1.5270000000000001,77,0.0066525326,0.03564453,1.9633948,-0.0060106404,0.022696387,0.56184321641922,132,16896,1721.4789326239843,135168
88.52,1.5560000000000003,82,0.0051718378,0.025146484,1.9238,-0.0064978055,0.028816435,0.5528378784656525,133,17024,1733.8440012320061,136192
89.51,1.5260000000000002,81,0.007249122,0.043701172,2.0669553,-0.00714657,0.027300116,0.6643818914890289,134,17152,1746.415231497027,137216
89.6,1.574,72,0.004031635,0.013183594,1.9991583,-0.0021783267,0.025605567,0.30136430263519287,135,17280,1760.5349471709924,138240
87.51,1.6060000000000003,85,0.0047901776,0.010253906,1.9099272,-0.0027247667,0.037878647,0.09833824634552002,136,17408,1772.4737379520084,139264
86.23,1.6760000000000002,73,0.0041978434,0.0041503906,1.9243959,-0.0024995871,0.027779082,0.39167290925979614,137,17536,1786.4218602170004,140288
85.41,1.646,74,0.0038642914,0.018066406,2.0159376,-0.0022450145,0.02859736,0.39494335651397705,138,17664,1800.1344095499953,141312
85.1,1.605,86,0.007188477,0.01586914,1.975934,-0.007415343,0.02559824,0.6458401083946228,139,17792,1811.9481725430232,142336
85.03,1.5719999999999998,77,0.00554492,0.0107421875,1.9833964,-0.00565435,0.03641075,0.5010177791118622,140,17920,1825.0988030540175,143360
85.5,1.589,76,0.009090831,0.044433594,2.0196354,-0.005961724,0.028729469,0.5672601759433746,141,18048,1838.4019783160184,144384
84.1,1.6189999999999998,84,0.0042816764,0.005859375,2.014144,-0.0044296323,0.02034269,0.6304421126842499,142,18176,1850.5250385690015,145408
83.55,1.639,73,0.014032875,0.09472656,2.1057851,-0.008721288,0.024487346,0.660933256149292,143,18304,1864.487388182024,146432
80.78,1.669,74,0.0068121688,0.042236328,2.1512294,-0.008674204,0.032192,0.3863561749458313,144,18432,1878.3033615390304,147456
79.85,1.6400000000000003,75,0.004014277,0.0026855469,2.1791153,-0.0044942037,0.025924435,0.5647102892398834,145,18560,1891.895227528992,148480
78.38,1.614,76,0.0039140284,0.0075683594,2.086353,-0.0034758016,0.05062409,0.38010120391845703,146,18688,1905.2976791990222,149504
77.3,1.6159999999999999,81,0.00757725,0.025146484,2.1308196,-0.0037117093,0.031775665,0.3815329670906067,147,18816,1917.8514357589884,150528
76.22,1.608,70,0.0059078303,0.022216797,2.1632407,-0.009918292,0.038579587,0.42471981048583984,148,18944,1932.303996295028,151552
78.02,1.5970000000000002,74,0.010720081,0.020507812,2.0102339,-0.0065684663,0.029203583,0.49706006050109863,149,19072,1945.9684941869928,152576
79.16,1.577,94,0.0074287276,0.03881836,2.0734909,-0.005681466,0.022494188,0.5690781772136688,150,19200,1956.7959038609988,153600
79.09,1.536,85,0.0017923511,0.0043945312,2.1218333,-0.0037213105,0.030069131,0.6123485267162323,151,19328,1968.813152024988,154624
82.9,1.507,84,0.006654406,0.0234375,2.1199024,-0.004356947,0.023930218,0.6073393225669861,152,19456,1980.9246440210263,155648
84.68,1.474,75,0.012015769,0.092285156,1.9780174,-0.013459709,0.025916789,0.6568680703639984,153,19584,1994.409511364007,156672
86.86,1.5119999999999998,72,0.0050259004,0.032226562,1.9260919,-0.005506386,0.031063333,0.4340050220489502,154,19712,2008.5578775919857,157696
90.32,1.493,96,0.0022299876,0.009521484,2.0099816,-0.0029426035,0.02944885,0.5580616891384125,155,19840,2019.2135078909923,158720
93.12,1.4590000000000003,83,0.01159241,0.088134766,2.1722634,-0.014291019,0.044909105,0.20748144388198853,156,19968,2031.5004908940173,159744
95.3,1.409,79,0.008622465,0.055664062,2.2663171,-0.010348645,0.029395584,0.6281261146068573,157,20096,2044.3145591160282,160768
95.79,1.422,81,0.0055333814,0.022216797,2.1884897,-0.0057679117,0.022751097,0.5909441709518433,158,20224,2056.846491728036,161792
96.26,1.3870000000000002,70,0.006884461,0.022705078,2.3577747,-0.0032467053,0.03303967,0.6191639602184296,159,20352,2071.344523295993,162816
98.7,1.3870000000000002,92,0.005039579,0.022460938,2.408678,-0.007920079,0.032879677,0.2873189449310303,160,20480,2082.362756176037,163840
99.14,1.3860000000000001,86,0.004119098,0.008544922,2.330993,-0.005341197,0.02839404,0.6262680888175964,161,20608,2094.2700867109816,164864
95.93,1.4040000000000001,77,0.0034741876,0.009765625,2.353104,-0.008112589,0.02833363,0.5298719108104706,162,20736,2107.462803472008,165888
95.29,1.393,85,0.0041216686,0.015380859,2.334722,-0.008063851,0.027047487,0.5522355139255524,163,20864,2119.491595533036,166912
95.85,1.433,88,0.006339185,0.01953125,2.289616,-0.007369657,0.02059482,0.6711051762104034,164,20992,2131.108863439993,167936
94.67,1.4610000000000003,75,0.0055950144,0.022705078,2.3032064,-0.00748135,0.029595518,0.49843329191207886,165,21120,2144.6831846910063,168960
95.37,1.474,96,0.003296876,0.021240234,2.2720203,-0.0054017436,0.020907126,0.7277137637138367,166,21248,2155.3349090410047,169984
95.01,1.4370000000000003,78,0.0032205796,0.0009765625,2.2935963,-0.0076966723,0.03355085,0.5770268142223358,167,21376,2168.306803824031,171008
97.03,1.3770000000000002,81,0.003554788,0.0053710938,2.2565544,-0.0052466327,0.0283108,0.6452901065349579,168,21504,2180.8359844560036,172032
94.54,1.411,91,0.010049714,0.06933594,2.1303182,-0.013749538,0.03015379,0.5808800458908081,169,21632,2192.0847692490206,173056
93.95,1.3829999999999998,72,0.0073032584,0.01928711,2.2300951,-0.003961567,0.028644409,0.6107438802719116,170,21760,2206.1628825500375,174080
94.53,1.354,81,0.006441203,0.033935547,2.2196555,-0.007084563,0.027907597,0.5744622349739075,171,21888,2218.7849771510228,175104
96.39,1.3139999999999998,80,0.007865144,0.04663086,2.1377177,-0.009520129,0.026893383,0.6540711522102356,172,22016,2231.521633784985,176128
95.05,1.3820000000000001,84,0.01200703,0.1015625,2.139215,-0.011752799,0.023833249,0.6110843420028687,173,22144,2243.581157596025,177152
93.71,1.393,101,0.007809793,0.02758789,2.0588589,-0.007879382,0.025039377,0.6531669199466705,174,22272,2253.6868089180207,178176
91.17,1.3729999999999998,76,0.005191468,0.010498047,2.0559282,-0.0052984743,0.022524979,0.6958140432834625,175,22400,2267.060653472028,179200
92.15,1.419,76,0.004844633,0.023925781,2.124267,-0.0053239674,0.027855635,0.5387687981128693,176,22528,2280.470830027014,180224
91.76,1.489,105,0.0033000368,0.0107421875,2.170712,-0.0044955434,0.021986708,0.6587536036968231,177,22656,2290.149255261,181248
91.96,1.4669999999999999,79,0.0024003042,0.0107421875,2.229923,-0.0021088575,0.030797148,0.6177178621292114,178,22784,2303.1113123309915,182272
91.82,1.4689999999999999,82,0.00162739,0.00048828125,2.2642515,-0.00432299,0.03048435,0.5708178281784058,179,22912,2315.5891459520208,183296
90.64,1.4510000000000003,78,0.0022257885,0.004638672,2.3133855,-0.0035393564,0.047813065,0.4909878373146057,180,23040,2328.637669643038,184320
90.61,1.47,75,0.0077396175,0.044433594,2.3234198,-0.010481026,0.026111392,0.6580636203289032,181,23168,2342.1124575629947,185344
87.68,1.462,102,0.00289588,0.00024414062,2.32982,-0.0050664246,0.026199073,0.6484974026679993,182,23296,2352.144650463015,186368
87.64,1.464,84,0.0068181516,0.042236328,2.307534,-0.0129919145,0.02999866,0.5121200084686279,183,23424,2364.2297095180256,187392
84.85,1.487,80,0.0066872556,0.053710938,2.3092551,-0.009249254,0.035853647,0.539417952299118,184,23552,2376.9894053830067,188416
83.68,1.505,91,0.0030117375,0.0021972656,2.319524,-0.0046015996,0.020751182,0.4696010947227478,185,23680,2388.152481861005,189440
82.11,1.531,75,0.002743301,0.011230469,2.417741,-0.007126536,0.026627574,0.7105742692947388,186,23808,2401.7436665630084,190464
80.66,1.55,74,0.0022442865,0.0031738281,2.4130907,-0.009792625,0.03216873,0.7274176776409149,187,23936,2415.4242783440277,191488
80.85,1.57,86,0.004717684,0.009033203,2.36046,-0.011719146,0.043409254,0.5008074641227722,188,24064,2427.315612254024,192512
79.4,1.5819999999999999,79,0.004752975,0.022705078,2.3338454,-0.007782203,0.03146301,0.729212611913681,189,24192,2440.1726007760153,193536
83.3,1.5819999999999999,78,0.0041395533,0.013183594,2.3812413,-0.009567865,0.021116618,0.7791148722171783,190,24320,2453.2941714770277,194560
81.91,1.591,91,0.0046308255,0.019042969,2.3234782,-0.0074941996,0.023920476,0.5785535275936127,191,24448,2464.4387538430165,195584
82.8,1.631,72,0.0035290662,0.008544922,2.3947787,-0.007542679,0.023735944,0.6600357592105865,192,24576,2478.468585931987,196608
81.36,1.5829999999999997,67,0.0044920878,0.02319336,2.3780606,-0.011438115,0.028445091,0.5522038042545319,193,24704,2493.702591196983,197632
80.96,1.5519999999999998,87,0.0041530044,0.008056641,2.4140093,-0.005719345,0.034950953,0.6357083022594452,194,24832,2505.4401773880236,198656
81.52,1.5410000000000001,77,0.0049519367,0.006591797,2.3667285,-0.0063282177,0.027145188,0.6715073883533478,195,24960,2518.6774463810143,199680
80.24,1.52,71,0.006783795,0.059570312,2.2825892,-0.012673474,0.038657244,0.467462956905365,196,25088,2533.0711345099844,200704
